"problem_id","input","output"
"139","['Enter u1 A', 'Change u1 B', 'Leave u1']","['B님이 들어왔습니다.', 'B님이 나갔습니다.']"
"140","[70, 50, 80, 50] 100","3"
"140","[40, 40, 40] 80","2"
"140","[100] 100","1"
"141","[[0, 1], [2, 3], [4, 5]]","3"
"141","[[-20, -15], [-14, -5], [-18, -13], [-5, -3]]","2"
"141","[[-1, 1], [-2, 2], [-3, 3]]","1"
"142","'4177252841' 4","'775841'"
"142","'1924' 2","'94'"
"142","'1231234' 3","'3234'"
"143","4 [[0, 1, 1], [0, 2, 2], [1, 2, 5], [1, 3, 1], [2, 3, 8]]","4"
"143","3 [[0, 1, 1], [1, 2, 2], [0, 2, 3]]","3"
"143","1 []","0"
"144","'JEROEN'","56"
"144","'JAN'","23"
"144","'AAAA'","0"
"146","'2'","1"
"146","'17'","3"
"146","'011'","2"
"147","[3, 0, 6, 1, 5]","3"
"147","[10, 8, 5, 4, 3]","4"
"147","[0, 0, 0]","0"
"148","[6, 10, 2]","'6210'"
"148","[3, 30, 34, 5, 9]","'9534330'"
"148","[0, 0]","'0'"
"149","['I 7', 'I 5', 'I -5', 'D -1']","[7, 5]"
"149","['I 16', 'D 1']","[0, 0]"
"149","['D 1', 'I 1', 'D -1']","[0, 0]"
"150","[[0, 3], [1, 9], [2, 6]]","9"
"150","[[0, 1]]","1"
"150","[[0, 10], [4, 10], [15, 2]]","11"
"151","[10] 7","0"
"151","[1, 2, 3, 9, 10, 12] 7","2"
"151","[1, 1, 1] 10","-1"
"152","[3, 3, 3] 1","2"
"152","[2, 1, 3, 2] 2","1"
"152","[1, 1, 9, 1, 1, 1] 0","5"
"153","[95, 90, 99, 99, 80, 99] [1, 1, 1, 1, 1, 1]","[1, 3, 2]"
"153","[93, 30, 55] [1, 30, 5]","[2, 1]"
"153","[100] [1]","[1]"
"154","[5, 4, 3, 2, 1]","[1, 1, 1, 1, 0]"
"154","[1, 2, 3, 2, 3]","[4, 3, 1, 1, 0]"
"154","[1, 1, 1]","[2, 1, 0]"
"155","3 3 [1, 1, 1, 1]","7"
"155","2 10 [7, 4, 5, 6]","8"
"155","100 100 [10]","101"
"156","['single'] [10]","[0]"
"156","['classic', 'pop', 'classic', 'classic', 'pop'] [500, 600, 150, 800, 2500]","[4, 1, 3, 0]"
"156","['a', 'b', 'a'] [1, 2, 3]","[2, 0, 1]"
"157","[['yellow_hat', 'headgear'], ['blue_sunglasses', 'eyewear'], ['green_turban', 'headgear']]","5"
"157","[['a', 'x']]","1"
"157","[['a', 'x'], ['b', 'x'], ['c', 'y']]","5"
"158","['123', '456', '789']","True"
"158","['12', '12']","False"
"158","['119', '97674223', '1195524421']","False"
"159","3 5 3 3","'21222'"
"159","2 4 2 1","'0111'"
"159","16 16 2 2","'13579BDF01234567'"
"160","['img12.png', 'img10.png', 'img02.png', 'img1.png', 'IMG01.GIF', 'img2.JPG']","['img1.png', 'IMG01.GIF', 'img02.png', 'img2.JPG', 'img10.png', 'img12.png']"
"160","['a1', 'A1', 'a00001']","['a1', 'A1', 'a00001']"
"160","['F-5 Freedom Fighter', 'B-50 Superfortress', 'A-10 Thunderbolt II', 'F-14 Tomcat']","['A-10 Thunderbolt II', 'B-50 Superfortress', 'F-5 Freedom Fighter', 'F-14 Tomcat']"
"161","['go', 'gone', 'guild']","7"
"161","['abc', 'def', 'ghi']","3"
"161","['a', 'ab', 'abc', 'abcd']","10"
"162","'TOBEORNOTTOBEORTOBEORNOT'","[20, 15, 2, 5, 15, 18, 14, 15, 20, 27, 29, 31, 36, 30, 32, 34]"
"162","'KAKAO'","[11, 1, 27, 15]"
"162","'ABABABABABABABAB'","[1, 2, 27, 29, 28, 31, 30]"
"163","'CC#BCC#BCC#BCC#B' ['03:00,03:30,FOO,CC#B', '04:00,04:08,BAR,CC#BCC#BCC#B']","'FOO'"
"163","'ABC' ['12:00,12:14,HELLO,CDEFGAB', '13:00,13:05,WORLD,ABCDEF']","'HELLO'"
"163","'A' ['12:00,12:01,ONE,A', '12:00,12:02,TWO,B']","'ONE'"
"164","3 ['Jeju', 'Pangyo', 'Seoul', 'NewYork', 'LA', 'Jeju', 'Pangyo', 'Seoul', 'NewYork', 'LA']","50"
"164","2 ['Jeju', 'Pangyo', 'NewYork', 'newyork']","16"
"164","0 ['A', 'B']","10"
"165","6 6 ['TTTANT', 'RRFACC', 'RRRFCC', 'TRRRAA', 'TTMMMF', 'TMMTTJ']","15"
"165","4 5 ['CCBDE', 'AAADE', 'AAABF', 'CCBBF']","14"
"165","2 2 ['AA', 'AA']","4"
"166","2 10 2 ['09:10', '09:09', '08:00']","'09:09'"
"166","2 1 2 ['09:00', '09:00', '09:00', '09:00']","'08:59'"
"166","1 1 5 ['08:00', '08:01', '08:02', '08:03']","'09:00'"
"167","'handshake' 'shake hands'","65536"
"167","'aa1+aa2' 'AAAA12'","43690"
"167","'FRANCE' 'french'","16384"
"168","['2016-09-15 20:59:57.421 0.351s', '2016-09-15 20:59:58.233 1.181s', '2016-09-15 20:59:58.299 0.8s', '2016-09-15 20:59:58.688 1.041s']","4"
"168","['2016-09-15 01:00:04.002 2.0s', '2016-09-15 01:00:07.000 2s']","1"
"168","['2016-09-15 00:00:00.000 3s']","1"
"169","[5, 1, 3, 7] [2, 2, 6, 8]","3"
"169","[2, 3] [1, 4]","1"
"169","[1, 1, 1] [2, 2, 2]","3"
"170","8 4 7","3"
"170","4 3 4","1"
"170","16 1 2","1"
"172","['ba', 'na', 'n', 'a'] 'banana'","3"
"172","['ab', 'bc'] 'abcbc'","-1"
"172","['a'] 'bbbb'","-1"
"173","3 ['tank', 'kick', 'know', 'wheel', 'land', 'dream', 'mother', 'robot', 'tank']","[3, 3]"
"173","2 ['hello', 'one', 'even', 'never', 'now', 'world', 'draw']","[1, 3]"
"173","2 ['a', 'a']","[1, 1]"
"174","6","2"
"174","5000","5"
"174","5","2"
"175","5 [] 1","2"
"175","16 [9] 2","3"
"175","11 [4, 11] 1","3"
"176","5 [[1, 2, 1], [2, 3, 3], [5, 2, 2], [1, 4, 2], [5, 3, 1], [5, 4, 2]] 3","4"
"176","3 [[1, 2, 2], [2, 3, 2], [1, 3, 4]] 3","2"
"176","1 [] 0","1"
"177","'cdcd'","0"
"177","'baabaa'","1"
"177","'aabbccdd'","1"
"178","[5]","5"
"178","[14, 6, 5, 11, 3, 9, 2, 10]","36"
"178","[1, 3, 2, 5, 4]","8"
"179","[5, 7]","35"
"179","[2, 6, 8, 14]","168"
"179","[1, 2, 3]","6"
"180","5","10"
"180","4","2"
"180","1","1"
"181","'for the last week'","'For The Last Week'"
"181","'3people unFollowed me'","'3people Unfollowed Me'"
"181","'  a  b '","'  A  B '"
"182","[[2, 3, 2]] [[1], [2], [3]]","[[14]]"
"182","[[1]] [[2]]","[[2]]"
"182","[[1, 4], [3, 2], [4, 1]] [[3, 3], [3, 3]]","[[15, 15], [15, 15], [15, 15]]"
"183","3","[[1, 3], [1, 2], [3, 2], [1, 3], [2, 1], [2, 3], [1, 3]]"
"183","2","[[1, 2], [1, 3], [2, 3]]"
"183","1","[[1, 3]]"
"184","5","5"
"184","3","2"
"184","0","0"
"185","[[5, 3], [3, 10], [10, 6]]","270"
"185","[[10, 20]]","0"
"185","[[1, 1], [1, 1], [1, 1]]","2"
"186","[5] [7]","35"
"186","[1, 4, 2] [5, 4, 4]","29"
"186","[1, 2] [3, 4]","10"
"187","'10 0 -10'","'-10 10'"
"187","'1 2 3 4'","'1 4'"
"187","'-1 -2 -3 -4'","'-4 -1'"
"188","3 13","[4, 4, 5]"
"188","2 9","[4, 5]"
"188","2 1","[-1]"
"189","3 5","[3,1,2]"
"190","3","5"
"190","2","2"
"191","[4, 3, 3] 4","12"
"191","[2, 1, 2] 1","6"
"191","[1,1] 3","0"
"192","15","4"
"193","1 10","[0, 1, 1, 2, 1, 3, 1, 4, 3, 5]"
"194","6 [1,2,3]","2"
"195","4","5"
"195","3","3"
"196","[[1,2,3,5],[5,6,7,8],[4,3,2,1]]","16"
"197","78","83"
"197","15","23"
"198","""()()""","TRUE"
"198",""")()(""","FALSE"
"198","""(()(""","FALSE"
"198","""(())()""","TRUE"
"199","5 [1,2,5]","4"
"200","4 [1, 1, 0, 1]","149"
"200","2 [0, 1]","11"
"200","10 [0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","7704"
"201","[[0,1,1,1],[1,1,1,1],[1,1,1,1],[0,0,1,0]]","9"
"201","[[0,0,1,1],[1,1,1,1]]","4"
"202","""abcdcba""","7"
"202","""abacde""","3"
"203","4","11"
"204","4","5"
"205","3","4"
"205","4","11"
"205","1","1"
"205","2","2"
"206","[[1,0,1,1,1],[1,0,1,0,1],[1,0,1,1,1],[1,1,1,0,1],[0,0,0,0,1]]","11"
"206","[[1,0,1,1,1],[1,0,1,0,1],[1,0,1,1,1],[1,1,1,0,0],[0,0,0,0,1]]","-1"
"207","[""5"", ""-"", ""3"", ""+"", ""1"", ""+"", ""2"", ""-"", ""4""]","3"
"207","[""1"", ""-"", ""3"", ""+"", ""5"", ""-"", ""8""]","1"
"208","[[1, 0, 1, 0, 1, 1], [1, 0, 1, 0, 0, 0], [1, 0, 1, 0, 0, 1], [1, 0, 0, 1, 0, 0], [1, 0, 0, 1, 0, 1], [1, 0, 0, 0, 0, 0], [1, 1, 1, 1, 1, 1]]","16"
"208","[[0, 0, 0, 1, 1, 1, 0, 0], [0, 0, 0, 0, 1, 1, 0, 0], [1, 1, 0, 0, 0, 1, 1, 0], [1, 1, 1, 0, 0, 0, 0, 0], [1, 1, 1, 0, 0, 0, 1, 1]]","9"
"209","11 58 59 11 59 0","1"
"209","11 59 30 12 0 0","1"
"209","12 0 0 12 0 30","1"
"209","1 5 5 1 5 6","2"
"209","0 0 0 23 59 59","2852"
"209","0 5 30 0 7 0","2"
"209","0 6 1 0 6 6","0"
"210","99999 99999 [[0, 0, 199997, 1]]","9999999999"
"210","99999 99999 [[50000, 50000, 3, 0]]","9999999975"
"210","3 5 [[2, 3, 2, 1], [1, 0, 4, 0], [0, 4, 1, 0]]","4"
"210","300 100 [[123, 28, 124, 1], [183, 22, 34, 0], [188, 81, 116, 1], [167, 53, 33, 0], [125, 55, 20, 0]]","6535"
"511","[5.0, 5.0, 5.0]","[0.0, 0.0, 0.0]"
"511","[1.0, 2.0, 3.0]","[-1.224745, 0.0, 1.224745]"
"511","[-1.0, 0.0, 1.0, 2.0]","[-1.341641, -0.447214, 0.447214, 1.341641]"
"512","[3.0, 3.0]","[0.0, 0.0]"
"512","[0.0, 5.0, 10.0]","[0.0, 0.5, 1.0]"
"512","[-2.0, 2.0, 6.0]","[0.0, 0.5, 1.0]"
"513","[2, 0, 2, 0] [1, 0, 2, 2]","[[1, 0, 1], [0, 0, 0], [0, 1, 1]]"
"513","[1, 1, 1, 0] [1, 0, 1, 0]","[[1, 0], [1, 2]]"
"513","[0, 1, 2, 1, 0] [0, 2, 1, 1, 0]","[[2, 0, 0], [0, 1, 1], [0, 1, 0]]"
"514","[2, 2, 1, 0] [[2, 1], [1, 2], [0, 2], [1, 2]]","0.5"
"514","[1, 0, 2] [[1, 2], [0, 1], [3, 2]]","1.0"
"514","[0, 1] [[2, 3], [0, 2]]","0.0"
"515","[1.0, 1.0] [[1.0, 1.0], [2.0, 2.0], [1.0, -1.0]]","0"
"515","[1.0, 0.0] [[1.0, 0.0], [0.0, 1.0], [-1.0, 0.0]]","0"
"515","[0.0, 0.0] [[1.0, 2.0], [0.0, 0.0]]","0"
"516","[1.0, 2.0, 3.0]","3.407606"
"516","[0.0, 0.0]","0.693147"
"516","[-1000.0, -1000.0]","-999.306853"
"517","[1.0, 2.0, 3.0]","[0.090031, 0.244728, 0.665241]"
"517","[0.0, 0.0]","[0.5, 0.5]"
"517","[-1.0, 0.0]","[0.268941, 0.731059]"
"518","[0.2, 0.2, 0.6] 2","0.510826"
"518","[0.1, 0.6, 0.3] 1","0.510826"
"518","[0.0, 1.0] 0","34.538776"
"519","[1, 1, 1] [1, 1, 1]","[1.0, 1.0, 1.0]"
"519","[1, 0, 1, 0] [1, 0, 0, 0]","[1.0, 0.5, 0.666667]"
"519","[0, 0, 0] [1, 0, 1]","[0.0, 0.0, 0.0]"
"520","[1, 1, 0, 0] [0.2, 0.9, 0.8, 0.1]","0.75"
"520","[1, 0, 1, 0] [0.9, 0.8, 0.7, 0.1]","0.75"
"520","[1, 0, 1, 0] [0.5, 0.5, 0.5, 0.1]","0.75"
"521","[1, 1, 1, 1, 0, 0] 0.5","[[2, 3, 5], [0, 1, 4]]"
"521","[0, 1, 2, 0, 1, 2] 0.33","[[3, 4, 5], [0, 1, 2]]"
"521","[0, 0, 0, 1, 1, 2, 2, 2] 0.25","[[1, 2, 3, 4, 6, 7], [0, 5]]"
"522","['ml engineer ml', 'engineer']","[['engineer', 'ml'], [[1, 2], [1, 0]]]"
"522","['dog cat', 'cat dog dog']","[['cat', 'dog'], [[1, 1], [1, 2]]]"
"522","['a b a', 'b c', '']","[['a', 'b', 'c'], [[2, 1, 0], [0, 1, 1], [0, 0, 0]]]"
"523","['x x x', 'x y', 'y']","[['x', 'y'], [[3.863046, 0.0], [1.287682, 1.287682], [0.0, 1.287682]]]"
"523","['dog cat', 'cat dog dog']","[['cat', 'dog'], [[1.0, 1.0], [1.0, 2.0]]]"
"523","['a b a', 'b c']","[['a', 'b', 'c'], [[2.81093, 1.0, 0.0], [0.0, 1.0, 1.405465]]]"
"524","[[1.0, 0.0], [0.0, 1.0], [2.0, 2.0]] [[0.0, 0.0], [2.0, 2.0]]","[2, 1]"
"524","[[0.0, 2.0], [2.0, 0.0]] [[1.0, 1.0], [3.0, 3.0]]","[2, 0]"
"524","[[0.0, 0.0], [1.0, 1.0], [10.0, 10.0]] [[0.0, 0.0], [10.0, 10.0]]","[2, 1]"
"525","[[1.0, 0.0], [0.0, 1.0]] [1, 1] 3","[[0.0, 0.0], [0.5, 0.5], [0.0, 0.0]]"
"525","[[0.0, 2.0], [2.0, 0.0], [1.0, 1.0]] [0, 1, 0] 2","[[0.5, 1.5], [2.0, 0.0]]"
"525","[[0.0, 0.0], [2.0, 2.0], [10.0, 10.0]] [0, 0, 1] 2","[[1.0, 1.0], [10.0, 10.0]]"
"526","[[2.0], [4.0]] [1.0, 2.0] [0.5] 0.05","[0.5]"
"526","[[1.0, 2.0], [3.0, 4.0]] [5.0, 6.0] [0.1, -0.2] 0.01","[0.348, 0.166]"
"526","[[0.0, 1.0], [1.0, 0.0], [1.0, 1.0]] [1.0, 2.0, 3.0] [0.0, 0.0] 0.1","[0.333333, 0.266667]"
"527","[[], [1, 1, 1]] 0","[0.0, 1.0]"
"527","[[5, -5, -5], [7, 7], [0]] -5","[5.0, 7.0, 0.0]"
"527","[[1, 2, 0, 0], [0, 0], [3, 3, 3, 0]] 0","[1.5, 0.0, 3.0]"
"528","'abcab' 1","[('a', 2), ('b', 2), ('c', 1)]"
"528","'ababa' 2","[('ab', 2), ('ba', 2)]"
"528","'aaaaa' 3","[('aaa', 3)]"
"529","[1, 1, 0, 0] [0.51, 0.49, 0.9, 0.1] 5","0.45"
"529","[1, 0, 1, 0] [0.9, 0.2, 0.6, 0.4] 2","0.475"
"529","[0, 1, 0, 1] [0.1, 0.2, 0.3, 0.4] 4","0.25"
"530","[1.0, 1.0, 1.0, 0.5, 0.5, 0.5] 3","-1"
"530","[1.0, 0.9, 0.91, 0.92, 0.93] 2","3"
"530","[1.0, 0.8, 0.7, 0.6] 1","-1"
"700","[[3, 4, 5], [6, 10, 4], [3, 7, 5]], 2, 2","16"
"700","[[2, 3, 4], [5, 9, 3], [2, 6, 4]], 2, 2","12"
"700","[[1, 2, 3], [4, 8, 2], [1, 5, 3]], 2, 2","8"
"701","(11, 12, 14, 13),(17, 15, 14, 13)","(13, 14)"
"701","(1, 2, 3, 4),(5, 4, 3, 7)","(3, 4)"
"701","(3, 4, 5, 6),(5, 7, 4, 10)","(4, 5)"
"702","35","True"
"702","10","True"
"702","2","False"
"703"," [25, 35, 22, 85, 14, 65, 75, 22, 58],5","[85, 75, 65, 58, 35]"
"703"," [25, 35, 22, 85, 14, 65, 75, 22, 58],2","[85, 75]"
"703"," [25, 35, 22, 85, 14, 65, 75, 22, 58],3","[85, 75, 65]"
"704","12","2131"
"704","8","153"
"704","2","3"
"705","2,4","False"
"705","13,9","True"
"705","15,8","False"
"706","'Jhingai wulu road Zone 3'","['Jhingai', 'wulu', 'road', 'Zone']"
"706","'Jing Eco and Tech'","['Jing', 'Tech']"
"706","'Please move back to stream'","['Please', 'move', 'back', 'stream']"
"707","[10,20,30]","([100,400,900])"
"707","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[1, 4, 9, 16, 25, 36, 49, 64, 81, 100]"
"707","[12,15]","([144,225])"
"708","""abc""","3"
"708","""ab""","2"
"708","""aaaa""","1"
"709","[10, 20, 50, 70, 90, 20, 50, 40, 60, 80, 100],5","[10,20,20,40,50]"
"709","[10, 20, 50, 70, 90, 20, 50, 40, 60, 80, 100],2","[10,20]"
"709","[10, 20, 50, 70, 90, 20, 50, 40, 60, 80, 100],3","[10,20,20]"
"710","""hellolloll"",""l""","""helollol"""
"710",""""",""l""",""""""
"710","""PHP"",""P""","""H"""
"710","""hello"",""l""","""heo"""
"710","""abcda"",""a""","""bcd"""
"711","[[5,8,9],[6,4,3],[2,1,4]]","[[2, 1, 4], [6, 4, 3], [5, 8, 9]]"
"711","[[1, 2, 3], [-2, 4, -5], [1, -1, 1]]","[[-2, 4, -5], [1, -1, 1], [1, 2, 3]]"
"711","[[1, 2, 3], [2, 4, 5], [1, 1, 1]]","[[1, 1, 1], [1, 2, 3], [2, 4, 5]]"
"712","['Facebook', 'Apple', 'Amazon', 'Netflix', 'Google', 'Apple', 'Netflix', 'Amazon']","[('Apple', 2), ('Amazon', 2), ('Netflix', 2), ('Facebook', 1)]"
"712","['one', 'two', 'three', 'four', 'five', 'one', 'two', 'one', 'three', 'one']","[('one', 4), ('two', 2), ('three', 2), ('four', 1)]"
"712","['red','green','black','pink','black','white','black','eyes','white','black','orange','pink','pink','red','red','white','orange','white',""black"",'pink','green','green','pink','green','pink','white','orange',""orange"",'red']","[('pink', 6), ('black', 5), ('white', 5), ('red', 4)]"
"713","1,2,1","1"
"713","3,2,2","6"
"713","10,8,6","240"
"714","""AbCd""","['bC','d']"
"714","""Programming""","['r', 'o', 'g', 'r', 'a', 'm', 'm', 'i', 'n', 'g']"
"714","""Python""","['y', 't', 'h', 'o', 'n']"
"715","""aab_Abbbc""","('Not matched!')"
"715","""aab-cbbbc""","('Not matched!')"
"715","""Aaab_abbbc""","('Not matched!')"
"715","""aab_cbbbc""","('Found a match!')"
"716","5","20"
"716","10","40"
"716","4","16"
"717","""exoticmiles"", ""toxic""","'emles'"
"717","""probasscurve"", ""pros""","'bacuve'"
"717","""digitalindia"", ""talent""","'digiidi'"
"718","[1,1,2,2,3,3,4,4,5]","True"
"718","([1,2,3,4,5])","False"
"718","([1,2,3,4, 4])","True"
"719","200","False"
"719","32212254719","True"
"719","32212254718","False"
"719","383","True"
"719","159","True"
"719","254","False"
"720","9,2","[2,4,6,8,10,12,14,16,18]"
"720","2,5","[5,10]"
"720","4,3","[3,6,9,12]"
"721","[1, 2, 3, 4]","-1"
"721","[1, 1, 2, 3, 3, 2, 2]","1"
"721","([1, 2, 3, 4, 4, 5])","4"
"722","[[0,1,3],[1,2,1],[9,8,2],[0,1,0],[6,4,8]]","19"
"722","[[0,-1,-1],[-1,-1,-2],[-3,-2,-1]]","-2"
"722","[[0,1,1],[1,1,2],[3,2,1]]","6"
"722","[[1,2,3],[4,5,6],[10,11,12],[7,8,9]]","33"
"723","100","4"
"723","1011","11"
"723","1101101","109"
"724","[1,2,3,1,1],5","6"
"724","[1,1,4,5,6],5","120"
"724","[1,1,4,5,6,5,7,1,1,3,4],11","2520"
"724","[1,1,2,3],4","6"
"725","[(7, 7, 7), (7, 7)], 7","True"
"725","[(9, 9), (9, 9, 9, 9)], 7","False"
"725","[(4, 4), (4, 4, 4), (4, 4), (4, 4, 6, 4), (4, )], 4","False"
"725","[(4, 4), (4, 4, 4), (4, 4), (4, 4, 4, 4), (4, )], 4","True"
"726","['28Jan','12Jan','11Jan']","['Jan','Jan','Jan']"
"726","['wonder1','wonder2','wonder3']","['wonder','wonder','wonder']"
"726","['4words', '3letters', '4digits']","['words', 'letters', 'digits']"
"727","3,2","3"
"727","14,6","3003"
"727","4,3","4"
"727","5,2","10"
"728","[1,2,3,2,3,1,3],7","3"
"728","[2,3,5,4,5,2,4,3,5,2,4,4,2],13","5"
"728","[1,2,3,1,2,3,1],7","1"
"729","""abcda""","6"
"729","""ab""","2"
"729","""abc""","3"
"730","[[1, 2, 6], [1, 3, 4, 5, 7, 8], [1, 3, 5, 6, 8, 9], [2, 5, 7, 11], [1, 4, 7, 8, 12]],1","[1]"
"730","[[1, 2, 6], [1, 3, 4, 5, 7, 8], [1, 3, 5, 6, 8, 9], [2, 5, 7, 11], [1, 4, 7, 8, 12]],5","[6, 5, 7, 8, 1]"
"730","[[1, 2, 6], [1, 3, 4, 5, 7, 8], [1, 3, 5, 6, 8, 9], [2, 5, 7, 11], [1, 4, 7, 8, 12]],3","[5, 7, 1]"
"731","6","3"
"731","2","2"
"731","15","5"
"732","1","1"
"732","20","10100"
"732","10","1010"
"733","[1,2,3,5],4","4"
"733","[1,2,3,5,6,7],5","4"
"733","[1,3,4,5],4","2"
"734","6","42"
"734","4","20"
"734","5","30"
"735","5,6,5","3"
"735","1,2,1","5"
"735","3,5,1","6"
"736","[19,'red',12,'green','blue', 10,'white','green',1]","[1, 10, 12, 19, 'blue', 'green', 'green', 'red', 'white']"
"736","[19,'red',12,'green','blue', 10,'white','green',1]","[1, 10, 12, 19, 'blue', 'green', 'green', 'red', 'white']"
"736","[19,'red',12,'green','blue', 10,'white','green',1]","[1, 10, 12, 19, 'blue', 'green', 'green', 'red', 'white']"
"737","[1,5,7,9,10]","10"
"737","[1,3,5,7,4,1,6,8]","4"
"737","[1,2,3,4,5,6,7,8,9,10]","2"
"738","""aab""","('aba')"
"738","""abccdd""","('cdabcd')"
"738","""aabb""","('abab')"
"739","[[15,20,30,40],[80,90,100,110],[30,30,80,90]]","({30: 3, 80: 2, 90: 2, 15: 1, 20: 1, 40: 1, 100: 1, 110: 1})"
"739","[[1, 2, 3, 2], [4, 5, 6, 2], [7, 1, 9, 5]]","({2: 3, 1: 2, 5: 2, 3: 1, 4: 1, 6: 1, 7: 1, 9: 1})"
"739","[[1,2,3,4],[5,6,7,8],[9,10,11,12]]","({1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1, 10: 1, 11: 1, 12: 1})"
"740","[5,7,9,8,6,4,3]","[8,6,4]"
"740","[1, 2, 3, 4, 5, 6, 7, 8, 9, 10]","[2, 4, 6, 8, 10]"
"740","[10,20,45,67,84,93]","[10,20,84]"
"741","[1,1,2,3,4,5,6,3,5],9","18"
"741","[1,2,3,1,1],5","3"
"741","[1,2,3,1,1,4,5,6],8","3"
"741","[1,1,2],3","2"
"742","""aab-cbbbc""","'Not matched!'"
"742","""Aaab_abbbc""","'Not matched!'"
"742","""aab_cbbbc""","'Found a match!'"
"742","""aab_Abbbc""","'Not matched!'"
"743","""foo""","('Found a match!')"
"743","""python""","('Found a match!')"
"743",""" python""","('Not matched!')"
"743","""  lang""","('Not matched!')"
"744","[1, 2, 3]","1"
"744","[2, 4, 6, 8]","2"
"744","[2, 4, 6, 8, 16]","2"
"745","[1,2,3]","True"
"745","[1,5,7,9]","True"
"745","[2,4,5,5,7,9]","False"
"746","20,23","6"
"746","1021,1024","4"
"746","6,8","6"
"746","2,4","2"
"746","1,2","2"
"746","3,7","0"
"747","30","31"
"747","20","21"
"747","10","15"
"748","[[1, 2, 3, 2], [4, 5, 6, 2], [7, 1, 9, 5]],1","[2,5,1]"
"748","[[1, 2, 3, 2], [4, 5, 6, 2], [7, 1, 9, 5]],2","[3, 6, 9]"
"748","[[1, 2, 3, 2], [4, 5, 6, 2], [7, 1, 9, 5]],0","[1, 4, 7]"
"749","[[3,4,5],[6,7,8,9],[10,11,12],[1,2]]","(2,[1,2])"
"749","[[1,2,3,4,5],[1,2,3,4],[1,2,3],[1,2],[1]]","(1,[1])"
"749","[[0], [1, 3], [5, 7], [9, 11], [13, 15, 17]]","(1, [0])"
"750","6,6,6","True"
"750","6,6,12","False"
"750","6,8,12","False"
"751","8,9","72"
"751","15,20","300"
"751","10,20","200"
"752","""mad""","""Not Equal"""
"752","""ab""","""Not Equal"""
"752","""abcda""","""Equal"""
"753","[12, 9, 28, 33, 69, 45]","[9, 12, 28, 33, 45, 69]"
"753","[1,23,4,5,6,7,8]","[1, 4, 5, 6, 7, 8, 23]"
"753","[8, 4, 14, 3, 2, 1]","[1, 2, 3, 4, 8, 14]"
"754","1,5,4","256"
"754","2,6,3","486"
"754","1,5,2","16"
"755","23","False"
"755","70","False"
"755","73","True"
"756","[1,2,3,9],4","9321"
"756","[1,2,3],3","321"
"756","[4,5,6,1],4","6541"
"757","3,2","False"
"757","1,-2","True"
"757","-10,-10","False"
"758","10","280"
"758","15","645"
"758","5","65"
"759","[2, 5, 6, 3, 7, 6, 5, 8], 8","5"
"759","[-2, -1, 5, -1, 4, 0, 3], 7","4"
"759","[9, 11, 13, 15, 18], 5","1"
"760","'111',3","6"
"760","'112112',6","6"
"760","'1101112',7","12"
"761","[45, 46, 50, 60]","45"
"761","[10, 20, 1, 45, 99]","1"
"761","[1, 2, 3]","1"
"762","[(4, 6), (2, 17), (9, 13), (11, 12)]","15"
"762","[(12, 35), (21, 27), (13, 23), (41, 22)]","23"
"762","[(3, 5), (1, 7), (10, 3), (1, 2)]","7"
"763","[('Telugu',49),('Hindhi',54),('Social',33)]","([('Social',33),('Telugu',49),('Hindhi',54)])"
"763","[('Physics',96),('Chemistry',97),('Biology',45)]","([('Biology',45),('Physics',96),('Chemistry',97)])"
"763","[('English', 88), ('Science', 90), ('Maths', 97), ('Social sciences', 82)]","[('Social sciences', 82), ('English', 88), ('Science', 90), ('Maths', 97)]"
"764","([7, 10, [15,14],[19,41]])","106"
"764","([1, 2, [3,4],[5,6]])","21"
"764","([10, 20, [30,40],[50,60]])","210"
"765","[1,2,3,4]","4"
"765","[1,-2,3,-4]","2"
"765","[3,4,5,-1]","3"
"766","56","6775685320645824322581483068371419745979053216268760300"
"766","2","2"
"766","10","115975"
"767","[1, 3, 2]","False"
"767","[1, 2, 2, 3]","True"
"767","[6, 5, 4, 4]","True"
"768","[2,4,3,5,7],[1,6]","False"
"768","[2,4,3,5,7],[4,3]","True"
"768","[2,4,3,5,7],[3,7]","False"
"769","[(1, 2), (3, 4)], 2","'All tuples have same length'"
"769","[(1, 2, 3), (4, 5, 6, 7)], 3","'All tuples do not have same length'"
"769","[(11, 22, 33), (44, 55, 66)], 3","'All tuples have same length'"
"770","[99, 15, 13, 47]","[13, 15, 47, 99]"
"770","[41, 32, 15, 19, 22]","[15, 19, 22, 32, 41]"
"770","[5, 15, 37, 25, 79]","[5, 15, 25, 37, 79]"
"771","10","False"
"771","15","True"
"771","5","True"
"772","'Mi Box runs on the \n Latest android*which has google assistance and chromecast.'","['Mi Box runs on the ', ' Latest android', 'which has google assistance and chromecast.']"
"772","'Forces of the \ndarkness*are coming into the play.'","['Forces of the ', 'darkness', 'are coming into the play.']"
"772","'Certain services\nare subjected to change*over the seperate subscriptions.'","['Certain services', 'are subjected to change', 'over the seperate subscriptions.']"
"773","[""red"",""green"",""greenn""], [""a"",""b"",""b""]","False"
"773","[""red"",""green"",""green""], [""a"", ""b"", ""b""]","True"
