id,problem_id,input,output
461,170,A354540,Cat
462,171,A367438,Dog
463,171,A382192,Dog
464,171,A405494,Dog
465,171,A410330,Dog
466,172,A354597,Cat
467,172,A373687,Dog
468,172,A412697,Dog
469,172,A413789,Dog
470,173,A350276,Cat
471,173,A381217,Dog
472,174,A352713,Cat
473,174,A350375,Cat
474,175,A396810,Dog
475,175,A377750,Dog
476,175,A355688,Dog
477,175,A399421,Dog
478,176,A373219,Cat
479,176,A377750,Dog
480,176,A354540,Cat
481,177,A399552,Dog
482,177,A379998,Dog
483,177,A370852,Dog
484,177,A403564,Dog
485,178,"[1,1,2,3]",3
486,178,"[1,2,4,5]",0
487,179,"""ULURRDLLU""",7
488,179,"""LULLLLLLU""",7
489,180,"""CBD""","[""BACDE"", ""CBADF"", ""AECB"", ""BDA""]"
490,181,5,"[[4, 3], [4, 2], [3, 2], [1, 2], [2, 5]]"
491,182,"[6, 6, 6, 4, 4, 4, 2, 2, 2, 0, 0, 0, 1, 6, 5, 5, 3, 6, 0]",3
492,183,6,"[[3, 6], [4, 3], [3, 2], [1, 3], [1, 2], [2, 4], [5, 2]]"
493,184,6,"[7, 10]"
494,185,25,"[2, 14, 11, 21, 17]"
495,186,"[1, 1, 1, 1, 1]",3
496,186,"[4, 1, 2, 1]",4
497,187,"[[""ICN"", ""JFK""], [""HND"", ""IAD""], [""JFK"", ""HND""]]","[""ICN"", ""JFK"", ""HND"", ""IAD""]"
498,187,"[[""ICN"", ""SFO""], [""ICN"", ""ATL""], [""SFO"", ""ATL""], [""ATL"", ""ICN""], [""ATL"",""SFO""]]","[""ICN"", ""ATL"", ""ICN"", ""SFO"", ""ATL"", ""SFO""]"
499,188,"""hit""","""cog"""
500,189,3,"[[1, 1, 0], [1, 1, 0], [0, 0, 1]]"
501,189,3,"[[1, 1, 0], [1, 1, 1], [0, 1, 1]]"
502,190,"[[7], [3, 8], [8, 1, 0], [2, 7, 4, 4], [4, 5, 2, 6, 5]]",30
503,191,4,3
504,192,"[1, 2, 3, 1]",4
505,193,5,12
506,193,2,11
507,194,"[[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,0,0,0,0],[0,0,0,0,0,0,4,0,0,0],[0,0,0,0,0,4,4,0,0,0],[0,0,0,0,3,0,4,0,0,0],[0,0,0,2,3,0,0,0,5,5],[1,2,2,2,3,3,0,0,0,5],[1,1,1,0,0,0,0,0,0,5]]",2
508,195,0,0
509,196,"[[5,3],[11,5],[13,3],[3,5],[6,1],[1,3],[8,6],[7,2],[2,2]]","[[7,4,6,9,1,8,5,2,3],[9,6,5,8,1,4,3,2,7]]"
510,197,"[3, 1, 2]",5
511,198,"[[""100"",""ryan"",""music"",""2""],[""200"",""apeach"",""math"",""2""],[""300"",""tube"",""computer"",""3""],[""400"",""con"",""computer"",""4""],[""500"",""muzi"",""music"",""3""],[""600"",""apeach"",""music"",""2""]]",2
512,199,"[""Enter uid1234 Muzi"", ""Enter uid4567 Prodo"",""Leave uid1234"",""Enter uid1234 Prodo"",""Change uid4567 Ryan""]","[""Prodo님이 들어왔습니다."", ""Ryan님이 들어왔습니다."", ""Prodo님이 나갔습니다."", ""Prodo님이 들어왔습니다.""]"
513,200,"[70, 50, 80, 50]",100
514,200,"[70, 80, 50]",100
515,201,0,0
516,202,"""1924""",2
517,202,"""1231234""",3
518,202,"""4177252841""",4
519,203,0,0
520,204,"""JEROEN""",56
521,204,"""JAN""",23
522,205,10,2
523,205,8,1
524,205,24,24
525,206,"""17""",3
526,206,"""011""",2
527,207,"[3, 0, 6, 1, 5]",3
528,208,"[6, 10, 2]","""6210"""
529,208,"[3, 30, 34, 5, 9]","""9534330"""
530,209,"[""I 16"", ""I -5643"", ""D -1"", ""D 1"", ""D 1"", ""I 123"", ""D -1""]","[0,0]"
531,209,"[""I -45"", ""I 653"", ""D 1"", ""I -642"", ""I 45"", ""I 97"", ""D 1"", ""D -1"", ""I 333""]","[333, -45]"
532,210,"[[0, 3], [1, 9], [3, 5]]",8
533,211,"[1, 2, 3, 9, 10, 12]",7
534,212,"[2, 1, 3, 2]",2
535,212,"[1, 1, 9, 1, 1, 1]",0
536,213,"[93, 30, 55]","[1, 30, 5]"
537,213,"[95, 90, 99, 99, 80, 99]","[1, 1, 1, 1, 1, 1]"
538,214,"[1, 2, 3, 2, 3]","[4, 3, 1, 1, 0]"
539,215,2,10
540,215,100,100
541,216,"[""classic"", ""pop"", ""classic"", ""classic"", ""pop""]","[500, 600, 150, 800, 2500]"
542,217,"[[""yellow_hat"", ""headgear""], [""blue_sunglasses"", ""eyewear""], [""green_turban"", ""headgear""]]",5
543,217,"[[""crow_mask"", ""face""], [""blue_sunglasses"", ""face""], [""smoky_makeup"", ""face""]]",3
544,218,"[""119"", ""97674223"", ""1195524421""]",false
545,218,"[""123"",""456"",""789""]",true
546,218,"[""12"",""123"",""1235"",""567"",""88""]",false
547,219,2,4
548,219,16,16
549,220,0,0
550,221,"[""go"",""gone"",""guild""]",7
551,221,"[""abc"",""def"",""ghi"",""jklm""]",4
552,221,"[""word"",""war"",""warrior"",""world""]",15
553,222,KAKAO,"[11, 1, 27, 15]"
554,222,TOBEORNOTTOBEORTOBEORNOT,"[20, 15, 2, 5, 15, 18, 14, 15, 20, 27, 29, 31, 36, 30, 32, 34]"
555,222,ABABABABABABABAB,"[1, 2, 27, 29, 28, 31, 30]"
556,223,"""ABCDEFG""","[""12:00,12:14,HELLO,CDEFGAB"", ""13:00,13:05,WORLD,ABCDEF""]"
557,223,"""CC#BCC#BCC#BCC#B""","[""03:00,03:30,FOO,CC#B"", ""04:00,04:08,BAR,CC#BCC#BCC#B""]"
558,223,"""ABC""","[""12:00,12:14,HELLO,C#DEFGAB"", ""13:00,13:05,WORLD,ABCDEF""]"
559,224,3,"[""Jeju"", ""Pangyo"", ""Seoul"", ""NewYork"", ""LA"", ""Jeju"", ""Pangyo"", ""Seoul"", ""NewYork"", ""LA""]"
560,224,3,"[""Jeju"", ""Pangyo"", ""Seoul"", ""Jeju"", ""Pangyo"", ""Seoul"", ""Jeju"", ""Pangyo"", ""Seoul""]"
561,224,2,"[""Jeju"", ""Pangyo"", ""Seoul"", ""NewYork"", ""LA"", ""SanFrancisco"", ""Seoul"", ""Rome"", ""Paris"", ""Jeju"", ""NewYork"", ""Rome""]"
562,224,5,"[""Jeju"", ""Pangyo"", ""Seoul"", ""NewYork"", ""LA"", ""SanFrancisco"", ""Seoul"", ""Rome"", ""Paris"", ""Jeju"", ""NewYork"", ""Rome""]"
563,225,4,5
564,225,6,6
565,226,1,1
566,226,2,10
567,226,2,1
568,226,10,60
569,227,0,0
570,228,0,0
571,229,"[5,1,3,7]","[2,2,6,8]"
572,229,"[2,2,2,2]","[1,1,1,1]"
573,230,8,4
574,231,"[[1, 2], [2, 3]]",3
575,231,"[[4, 4, 3], [3, 2, 2], [ 2, 1, 0 ]]",5
576,232,"[""ba"",""na"",""n"",""a""]","""banana"""
577,232,"[""app"",""ap"",""p"",""l"",""e"",""ple"",""pp""]","""apple"""
578,232,"[""ba"",""an"",""nan"",""ban"",""n""]","""banana"""
579,233,3,"[""tank"", ""kick"", ""know"", ""wheel"", ""land"", ""dream"", ""mother"", ""robot"", ""tank""]"
580,233,5,"[""hello"", ""observe"", ""effect"", ""take"", ""either"", ""recognize"", ""encourage"", ""ensure"", ""establish"", ""hang"", ""gather"", ""refer"", ""reference"", ""estimate"", ""executive""]"
581,233,2,"[""hello"", ""one"", ""even"", ""never"", ""now"", ""world"", ""draw""]"
582,234,5,2
583,234,6,2
584,234,5000,5
585,235,11,"[4, 11]"
586,235,16,[9]
587,236,5,"[[1,2,1],[2,3,3],[5,2,2],[1,4,2],[5,3,1],[5,4,2]]"
588,236,6,"[[1,2,1],[1,3,2],[2,3,2],[3,4,3],[3,5,2],[3,5,3],[5,6,1]]"
589,237,"[[0, 1, 4, 4], [3, 1, 5, 3]]",14
590,237,"[[1, 1, 6, 5], [2, 0, 4, 2], [2, 4, 5, 7], [4, 3, 8, 6], [7, 5, 9, 7]]",38
591,238,baabaa,1
592,238,cdcd,0
593,239,"[14, 6, 5, 11, 3, 9, 2, 10]",36
594,239,"[1, 3, 2, 5, 4]",8
595,240,"[2,6,8,14]",168
596,240,"[1,2,3]",6
597,241,4,2
598,242,"""3people unFollowed me""","""3people Unfollowed Me"""
599,242,"""for the last week""","""For The Last Week"""
600,243,"[[1, 4], [3, 2], [4, 1]]","[[3, 3], [3, 3]]"
601,243,"[[2, 3, 2], [4, 2, 4], [3, 1, 4]]","[[5, 4, 3], [2, 4, 1], [3, 1, 1]]"
602,244,2,"[ [1,2], [1,3], [2,3] ]"
603,245,3,2
604,245,5,5
605,246,"[[5,3],[3,10],[10,6]]",270
606,247,"[1, 4, 2]","[5, 4, 4]"
607,247,"[1,2]","[3,4]"
608,248,"""1 2 3 4""","""1 4"""
609,248,"""-1 -2 -3 -4""","""-4 -1"""
610,248,"""-1 -1""","""-1 -1"""
611,249,2,9
612,249,2,1
613,249,2,8
614,250,3,5
615,251,2,2
616,251,3,5
617,252,"[4, 3, 3]",4
618,252,"[2, 1, 2]",1
619,252,"[1,1]",3
620,253,15,4
621,254,1,10
622,255,6,"[1,2,3]"
623,256,4,5
624,256,3,3
625,257,"[[1,2,3,5],[5,6,7,8],[4,3,2,1]]",16
626,258,78,83
627,258,15,23
628,259,"""()()""",true
629,259,"""(())()""",true
630,259,""")()(""",false
631,259,"""(()(""",false
632,260,5,"[1,2,5]"
633,261,"[[0,1,1,1],[1,1,1,1],[1,1,1,1],[0,0,1,0]]",9
634,261,"[[0,0,1,1],[1,1,1,1]]",4
635,262,"""abcdcba""",7
636,262,"""abacde""",3
637,263,4,11
638,264,4,5
639,265,1,1
640,265,2,2
641,265,3,4
642,265,4,11
643,266,"[[1,0,1,1,1],[1,0,1,0,1],[1,0,1,1,1],[1,1,1,0,1],[0,0,0,0,1]]",11
644,266,"[[1,0,1,1,1],[1,0,1,0,1],[1,0,1,1,1],[1,1,1,0,0],[0,0,0,0,1]]",-1
645,267,"[""1"", ""-"", ""3"", ""+"", ""5"", ""-"", ""8""]",1
646,267,"[""5"", ""-"", ""3"", ""+"", ""1"", ""+"", ""2"", ""-"", ""4""]",3
647,268,0,0
648,269,0,0
649,270,0,0
650,271,0,0
651,272,0,0
652,273,0,0
653,274,0,0
654,275,0,0
655,276,0,0
656,277,0,0
657,278,0,0
658,279,0,0
659,280,0,0
660,281,0,0
661,282,2,3
662,282,8,153
663,282,12,2131
664,283,"""aab""",('aba')
665,283,"""aabb""",('abab')
666,283,"""abccdd""",('cdabcd')
667,284,10,6
668,284,2,1
669,284,3,2
670,285,99,101
671,285,1221,1331
672,285,120,121
673,286,"3, 1",4
674,286,"4, 1",11
675,286,"5, 3",26
676,287,"[(6, 9), (15, 34), (48, 70)], 2, 100","[(2, 6), (9, 100), (9, 15), (34, 100), (34, 48), (70, 100)]"
677,287,"[(7, 2), (15, 19), (38, 50)], 5, 60","[(5, 7), (2, 60), (2, 15), (19, 60), (19, 38), (50, 60)]"
678,287,"[(7, 2), (15, 19), (38, 50)], 1, 52","[(1, 7), (2, 52), (2, 15), (19, 52), (19, 38), (50, 52)]"
679,288,"[2, 7, 4, 0, 9, 5, 1, 3], 8, 6, 0",True
680,288,"[1, 4, 5, 6, 7, 8, 5, 9], 8, 6, 0",False
681,288,"[10, 4, 2, 3, 5], 5, 15, 0",True
682,289,1,30
683,289,50,273
684,289,1000,2664
685,290,999,504
686,290,9999,31626
687,290,99,0
688,291,"[1,8,9,15,16],5",74
689,291,"[1,2,3,4],4",10
690,291,"[1,2,3,4,5,7,9,11,14],9",188
691,292,"2, 3, 7","('x = ', 2, ', y = ', 1)"
692,292,"4, 2, 7",'No solution'
693,292,"1, 13, 17","('x = ', 4, ', y = ', 1)"
694,293,"""AGGTAB"" , ""GXTXAYB"", 6, 7",4
695,293,"""ABCDGH"" , ""AEDFHR"", 6, 6",3
696,293,"""AXYT"" , ""AYZX"", 4, 4",2
697,294,"[1,2,3,-1,5],5",4
698,294,"[0,-1,-2,1,5,8],6",2
699,294,"[0,1,2,5,-8],5",3
700,295,"4,2",10.392304845413264
701,295,"5,7",4.639421805988064
702,295,"9,1",105.2220865598093
703,296,"""AABEBCDD""",3
704,296,"""aabb""",2
705,296,"""aab""",1
706,297,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14],[[12, 18, 23, 25, 45], [7, 11, 19, 24, 28], [1, 5, 8, 18, 15, 16]]",False
707,297,"[[2, 3, 1], [4, 5], [6, 8]],[[4, 5], [6, 8]]",True
708,297,"[['a', 'b'], ['e'], ['c', 'd']],[['g']]",False
709,298,"[1,2,3,4,5],0,4",1
710,298,"[4,6,8],0,2",4
711,298,"[2,3,5,7,9],0,4",2
712,299,"[1, 15, 51, 45, 33, 100, 12, 18, 9], 9",194
713,299,"[80, 60, 30, 40, 20, 10], 6",210
714,299,"[2, 3 ,14, 16, 21, 23, 29, 30], 8",138
715,300,"""TENS FOR TENS""",5
716,300,"""CARDIO FOR CARDS""",7
717,300,"""PART OF THE JOURNEY IS PART""",9
718,301,3,7
719,301,4,17
720,301,5,41
721,302,"[10, 20, -30, -1], 4, 3",30
722,302,"[-1, 10, 20], 3, 2",59
723,302,"[-1, -2, -3], 3, 3",-1
724,303,"[1,20,6,4,5],5",5
725,303,"[1,2,1],3",1
726,303,"[1,2,5,6,1],5",3
727,304,"[1, 101, 2, 3, 100, 4, 5 ], 7, 4, 6",11
728,304,"[1, 101, 2, 3, 100, 4, 5 ], 7, 2, 5",7
729,304,"[11, 15, 19, 21, 26, 28, 31], 7, 2, 4",71
730,305,"[1, 2, 3, 4, 5, 6],[3, 6, 8, 9, 10, 6],3","[60, 54, 50]"
731,305,"[1, 2, 3, 4, 5, 6],[3, 6, 8, 9, 10, 6],4","[60, 54, 50, 48]"
732,305,"[1, 2, 3, 4, 5, 6],[3, 6, 8, 9, 10, 6],5","[60, 54, 50, 48, 45]"
733,306,"[-5, -2, 5, 2, 4,	7, 1, 8, 0, -8], 10","[-5, 5, -2, 2, -8, 4, 7, 1, 8, 0]"
734,306,"[1, 2, 3, -4, -1, 4], 6","[-4, 1, -1, 2, 3, 4]"
735,306,"[4, 7, 9, 77, -4, 5, -3, -9], 8","[-4, 4, -3, 7, -9, 9, 77, 5]"
736,307,6,3
737,307,2,2
738,307,4,1
739,308,"[[3, 6, 8, 10, 15], [1, 5, 12], [4, 8, 15, 16], [2, 6]]","(4, 6)"
740,308,"[[ 2, 3, 4, 8, 10, 15 ], [1, 5, 12], [7, 8, 15, 16], [3, 6]]","(4, 7)"
741,308,"[[4, 7, 9, 11, 16], [2, 6, 13], [5, 9, 16, 17], [3, 7]]","(5, 7)"
742,309,"4, 3",5
743,309,"4, 2",4
744,309,"3, 1",1
745,310,'ab',"['ab', 'ba']"
746,310,'abc',"['abc', 'bac', 'bca', 'acb', 'cab', 'cba']"
747,310,'abcd',"['abcd', 'bacd', 'bcad', 'bcda', 'acbd', 'cabd', 'cbad', 'cbda', 'acdb', 'cadb', 'cdab', 'cdba', 'abdc', 'badc', 'bdac', 'bdca', 'adbc', 'dabc', 'dbac', 'dbca', 'adcb', 'dacb', 'dcab', 'dcba']"
748,311,"[8, 9, 10, 1, 2, 3, 4, 5, 6, 7]",3
749,311,"[8, 9, 10,2, 5, 6]",3
750,311,"[2, 5, 6, 8, 9, 10]",0
751,312,60,106
752,312,10,12
753,312,2,2
754,313,12,21
755,313,10,False
756,313,102,120
757,314,"[1,3,7],[2,4,6],2","[[1, 2], [1, 4]]"
758,314,"[1,3,7],[2,4,6],1","[[1, 2]]"
759,314,"[1,3,7],[2,4,6],7","[[1, 2], [1, 4], [3, 2], [1, 6], [3, 4], [3, 6], [7, 2]]"
760,315,12,13
761,315,24,27
762,315,23,23
763,316,18,26
764,316,30,48
765,316,6,8
766,317,"[1, -2, -3, 0, 7, -8, -2]",112
767,317,"[6, -3, -10, 0, 2]",180
768,317,"[-2, -40, 0, -2, -3]",80
769,318,"[1, 3, 20, 4, 1, 0], 6",2
770,318,"[2, 3, 4, 5, 6], 5",4
771,318,"[8, 9, 11, 12, 14, 15], 6",5
772,319,"[3, 100, 4, 5, 150, 6], 6",45000
773,319,"[4, 42, 55, 68, 80], 5",50265600
774,319,"[10, 22, 9, 33, 21, 50, 41, 60], 8",21780000
775,320,"[1, 5, 2, 3, 7, 6, 4, 5], 3",10
776,320,"[2, 4, 7, 5, 4, 3, 5], 2",7
777,320,"[10, 6, 8, 4, 2], 2",2
778,321,"[3, 34, 4, 12, 5, 2], 6, 9",True
779,321,"[3, 34, 4, 12, 5, 2], 6, 30",False
780,321,"[3, 34, 4, 12, 5, 2], 6, 15",True
781,322,10,5
782,322,15,5
783,322,5,4
784,323,"[1,2,3,4], 10",11
785,323,"[4,8,7,2], 50",9
786,323,"[5,6,7,8], 15",4
787,324,"[3, 1, 7, 5], 4, 6",True
788,324,"[1, 7], 2, 5",False
789,324,"[1, 6], 2, 5",False
790,325,"[15, 79, 25, 68, 37]","[15, 25, 37, 68, 79]"
791,325,"[9, 11, 8, 7, 3, 2]","[2, 3, 7, 8, 9, 11]"
792,325,"[36, 12, 24, 26, 29]","[12, 24, 26, 29, 36]"
793,326,"[0 , 8 , 4, 12, 2, 10 , 6 , 14 , 1 , 9 , 5 , 13, 3, 11 , 7 , 15]",7
794,326,"[1, 11, 2, 10, 4, 5, 2, 1]",6
795,326,"[80, 60, 30, 40, 20, 10]",5
796,327,"[1, 101, 2, 3, 100, 4, 5], 7",106
797,327,"[3, 4, 5, 10], 4",22
798,327,"[10, 5, 4, 3], 4",10
799,328,"[9, 6, 5, 1] ,4,11",2
800,328,"[4,5,6,7,8,9],6,9",1
801,328,"[1, 2, 3],3,4",2
802,329,10,3
803,329,15,6
804,329,20,5
805,330,"[10, 22, 9, 33, 21, 50, 41, 60]",5
806,330,"[3, 10, 2, 1, 20]",3
807,330,"[50, 3, 10, 7, 40, 80]",4
808,331,"[2,3,5,6,9],0,4",9
809,331,"[3,4,5,2,1],0,4",5
810,331,"[1,2,3],0,2",3
811,332,10,16796
812,332,9,4862
813,332,7,429
814,333,"[2, 3, 6, 7, 9], [1, 4, 8, 10], 5, 4, 5",6
815,333,"[100, 112, 256, 349, 770], [72, 86, 113, 119, 265, 445, 892], 5, 7, 7",256
816,333,"[3, 4, 7, 8, 10], [2, 5, 9, 11], 5, 4, 6",8
817,334,"[Pair(5, 24), Pair(15, 25),Pair(27, 40), Pair(50, 60)], 4",3
818,334,"[Pair(1, 2), Pair(3, 4),Pair(5, 6), Pair(7, 8)], 4",4
819,334,"[Pair(19, 10), Pair(11, 12),Pair(13, 14), Pair(15, 16), Pair(31, 54)], 5",5
820,335,10,"[1, 2, 3, 5, 7]"
821,335,25,"[1, 2, 3, 5, 7, 11, 13, 17, 23, 25]"
822,335,45,"[1, 2, 3, 5, 7, 11, 13, 17, 23, 25, 29, 37, 41, 43]"
823,336,2,2
824,336,3,5
825,336,4,15
826,337,"[ 1, 3, 6, 13, 17, 18 ], 6",4
827,337,"[10, 5, 3, 15, 20], 5",3
828,337,"[18, 1, 3, 6, 13, 17], 6",4
829,338,"[1, 12, 15, 26, 38], [2, 13, 17, 30, 45], 5",16.0
830,338,"[2, 4, 8, 9], [7, 13, 19, 28], 4",8.5
831,338,"[3, 6, 14, 23, 36, 42], [2, 18, 27, 39, 49, 55], 6",25.0
832,339,5,1
833,339,10,3
834,339,7,5
835,340,"[1, 3, 6, 1, 0, 9], 6",3
836,340,"[1, 3, 5, 8, 9, 2, 6, 7, 6, 8, 9], 11",3
837,340,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1], 11",10
838,341,16,33
839,341,2,2
840,341,14,28
841,342,9,15
842,342,10,12
843,342,11,13
844,343,"'AGGT12', '12TXAYB', '12XBA', 6, 7, 5",2
845,343,"'Reels', 'Reelsfor', 'ReelsforReels', 5, 8, 13",5
846,343,"'abcd1e2', 'bc12ea', 'bd1ea', 7, 6, 5",3
847,344,3,"[[1, 2, 3], [8, 9, 4], [7, 6, 5]]"
848,344,2,"[[1,2],[4,3]]"
849,344,7,"[[1, 2, 3, 4, 5, 6, 7], [24, 25, 26, 27, 28, 29, 8], [23, 40, 41, 42, 43, 30, 9], [22, 39, 48, 49, 44, 31, 10], [21, 38, 47, 46, 45, 32, 11], [20, 37, 36, 35, 34, 33, 12], [19, 18, 17, 16, 15, 14, 13]]"
850,345,"[1, 20, 6, 4, 5], 5",5
851,345,"[8, 4, 2, 1], 4",6
852,345,"[3, 1, 2], 3",2
853,346,"12,[2,7,13,19]",32
854,346,"10,[2,7,13,19]",26
855,346,"100,[2,7,13,19]",5408
856,347,"[1, 2, 2, 3], 4",3
857,347,"[1, 9, 3, 10, 4, 20, 2], 7",4
858,347,"[36, 41, 56, 35, 44, 33, 34, 92, 43, 32, 42], 11",5
859,348,"[[1, 3], [5, 7], [9, 11], [13, 15, 17]] ,[[1, 3],[13,15,17]]",True
860,348,"[[1, 2], [2, 3], [3, 4], [5, 6]],[[3, 4], [5, 6]]",True
861,348,"[[[1, 2], [2, 3]], [[3, 4], [5, 7]]],[[[3, 4], [5, 6]]]",False
862,349,13,360360
863,349,2,2
864,349,1,1
865,350,2,1
866,350,5,4
867,350,14,17
868,351,10,"[1, 3, 7, 9, 13, 15, 21, 25, 31, 33]"
869,351,5,"[1, 3, 7, 9, 13]"
870,351,8,"[1, 3, 7, 9, 13, 15, 21, 25]"
871,352,"[1, 2, 3],3,4",4
872,352,"[4,5,6,7,8,9],6,9",2
873,352,"[4,5,6,7,8,9],6,4",1
874,353,"""AGGTAB"", ""GXTXAYB"", 6, 7",9
875,353,"""feek"", ""eke"", 4, 3",5
876,353,"""PARRT"", ""RTA"", 5, 3",6
877,354,"7, 2",924
878,354,"3, 0",2
879,354,"3, 1",3
880,355,"3, 4",129
881,355,"3, 3",63
882,355,"4, 5",681
883,356,"[1, 4, 10],[2, 15, 20],[10, 12],3,3,2","(10, 15, 10)"
884,356,"[20, 24, 100],[2, 19, 22, 79, 800],[10, 12, 23, 24, 119],3,5,5","(24, 22, 23)"
885,356,"[2, 5, 11],[3, 16, 21],[11, 13],3,3,2","(11, 16, 11)"
886,357,"[12, 2, 4, 5, 2, 3]","[2, 2, 3, 4, 5, 12]"
887,357,"[32, 14, 5, 6, 7, 19]","[5, 6, 7, 14, 19, 32]"
888,357,"[21, 15, 29, 78, 65]","[15, 21, 29, 65, 78]"
889,358,"[[ 2 ], [3, 9 ], [1, 6, 7 ]]",6
890,358,"[[ 2 ], [3, 7 ], [8, 5, 6 ]]",10
891,358,"[[ 3 ], [6, 4 ], [5, 2, 7 ]]",9
892,1,[[2]],[2]
893,1,[[]],[]
894,1,[[16]],"[2, 1, 1, 0]"
895,1,"[[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]]","[2, 1, 1, 0]"
896,1,"[[1, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1, 1]]","[2, 1, 1, 0]"
897,1,"[[-1, -1, -1, -1], [-1, -1, -1, -1], [-1, -1, -1, -1], [-1, -1, -1, -1]]","[2, 1, 1, 0]"
898,1,"[[5, 5, 5, 5], [5, 5, 5, 5], [5, 5, 5, 5], [5, 5, 5, 5]]","[2, 1, 1, 0]"
899,1,"[[1, 2, 3, 4], [5, 6, 7, 8], [9, 10, 11, 12], [13, 14, 15, 16]]","[2, 1, 1, 0]"
900,1,"[[16, 15, 14, 13], [12, 11, 10, 9], [8, 7, 6, 5], [4, 3, 2, 1]]","[2, 1, 1, 0]"
901,1,"[[51, 75, 3, 76, 90, 89, 46, 57], [75, 64, 94, 1, 22, 60, 14, 94], [96, 44, 13, 41, 8, 90, 23, 73], [45, 3, 30, 9, 76, 74, 81, 46], [46, 38, 3, 60, 46, 72, 61, 24], [78, 27, 77, 43, 38, 99, 10, 88], [53, 52, 40, 21, 25, 2, 38, 36], [7, 90, 12, 95, 24, 73, 43, 59]]","[2, 1, 1, 0]"
902,1,"[[43, 69, 25, 32, 47, 48, 88, 66, 42, 78, 23, 9, 88], [59, 73, 95, 2, 10, 13, 84, 42, 64, 19, 61, 48, 51], [76, 17, 4, 85, 92, 61, 88, 34, 40, 50, 82, 47, 45], [16, 8, 43, 82, 81, 63, 6, 88, 63, 34, 95, 40, 84], [71, 63, 54, 55, 84, 23, 12, 59, 7, 34, 25, 61, 59], [46, 35, 15, 35, 33, 100, 69, 90, 96, 80, 12, 70, 68], [23, 24, 22, 62, 100, 24, 77, 4, 98, 12, 5, 58, 16], [61, 86, 58, 47, 36, 21, 72, 88, 75, 8, 15, 63, 43], [37, 91, 40, 36, 71, 80, 50, 34, 1, 91, 78, 19, 94], [69, 41, 87, 7, 49, 85, 42, 19, 77, 72, 13, 73, 62], [76, 70, 78, 96, 98, 34, 69, 77, 32, 67, 95, 40, 22], [34, 70, 18, 90, 18, 49, 70, 20, 14, 22, 72, 95, 96], [80, 73, 63, 46, 20, 3, 73, 76, 20, 81, 50, 39, 45]]","[2, 1, 1, 0]"
903,1,"[[69, 53, 78, 74], [39, 13, 68, 29], [69, 39, 10, 82], [95, 45, 13, 41]]","[2, 1, 1, 0]"
904,1,"[[66, 56, 87, 1, 38, 10], [8, 17, 8, 97, 11, 57], [18, 30, 26, 98, 5, 90], [63, 81, 70, 8, 45, 32], [46, 79, 42, 72, 45, 23], [94, 40, 100, 94, 67, 12]]","[2, 1, 1, 0]"
905,1,"[[35, 98, 10, 62, 46, 29, 24, 19, 26, 4, 35, 72], [40, 91, 49, 36, 41, 77, 77, 36, 86, 3, 8, 19], [43, 83, 19, 31, 82, 69, 70, 98, 95, 52, 46, 47], [54, 22, 86, 98, 30, 60, 31, 19, 54, 59, 92, 41], [35, 16, 96, 49, 21, 21, 40, 71, 26, 58, 64, 64], [3, 99, 23, 92, 98, 28, 83, 45, 22, 50, 80, 28], [14, 39, 71, 58, 50, 31, 25, 46, 90, 2, 46, 98], [74, 6, 100, 55, 52, 40, 87, 20, 28, 12, 73, 37], [63, 41, 66, 33, 13, 17, 37, 85, 42, 53, 7, 75], [78, 94, 9, 87, 8, 36, 28, 22, 43, 40, 91, 59], [40, 39, 93, 45, 85, 97, 64, 62, 2, 54, 94, 47], [29, 33, 50, 80, 7, 91, 94, 55, 18, 45, 34, 19]]","[2, 1, 1, 0]"
906,2,[[1]],[1]
907,2,[[]],[]
908,2,"[[82, 4, 61, 66, 92, 33, 38, 29, 40, 96], [50, 53, 40, 91, 55, 27, 84, 87, 91, 99], [14, 8, 100, 75, 100, 44, 39, 29, 64, 39], [67, 35, 15, 32, 43, 46, 12, 97, 74, 63], [23, 28, 53, 85, 8, 47, 23, 64, 44, 97], [55, 95, 13, 27, 63, 59, 83, 36, 63, 18], [67, 45, 52, 40, 80, 20, 29, 97, 19, 64], [13, 85, 49, 90, 79, 54, 8, 13, 84, 54], [62, 73, 48, 99, 13, 13, 53, 29, 53, 45], [98, 63, 95, 82, 15, 59, 64, 79, 81, 84]]","[1, 4]"
909,2,"[[0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0], [0, 0, 0, 0]]","[1, 4]"
910,2,"[[1, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1, 1], [1, 1, 1, 1]]","[1, 4]"
911,2,"[[-1, -1, -1, -1], [-1, -1, -1, -1], [-1, -1, -1, -1], [-1, -1, -1, -1]]","[1, 4]"
912,2,"[[5, 5, 5, 5], [5, 5, 5, 5], [5, 5, 5, 5], [5, 5, 5, 5]]","[1, 4]"
